purpose,city,gu,dong,total
공업용,서울특별시,종로구,동숭동,0
공업용,서울특별시,종로구,명륜1가,0
공업용,서울특별시,종로구,명륜2가,0
공업용,서울특별시,종로구,명륜3가,0
공업용,서울특별시,종로구,명륜4가,0
공업용,서울특별시,종로구,묘동,0
공업용,서울특별시,종로구,무악동,0
공업용,서울특별시,종로구,봉익동,0
공업용,서울특별시,종로구,부암동,0
공업용,서울특별시,종로구,사간동,1
공업용,서울특별시,종로구,사직동,0
공업용,서울특별시,종로구,삼청동,0
공업용,서울특별시,종로구,서린동,0
공업용,서울특별시,종로구,세종로,1
공업용,서울특별시,종로구,소격동,0
공업용,서울특별시,종로구,송월동,0
공업용,서울특별시,종로구,송현동,0
공업용,서울특별시,종로구,수송동,0
공업용,서울특별시,종로구,숭인동,5
공업용,서울특별시,종로구,신교동,0
공업용,서울특별시,종로구,신문로1가,0
공업용,서울특별시,종로구,신문로2가,2
공업용,서울특별시,종로구,신영동,1
공업용,서울특별시,종로구,안국동,0
공업용,서울특별시,종로구,연건동,0
공업용,서울특별시,종로구,연지동,2
공업용,서울특별시,종로구,예지동,0
공업용,서울특별시,종로구,옥인동,0
공업용,서울특별시,종로구,와룡동,0
공업용,서울특별시,종로구,운니동,1
공업용,서울특별시,종로구,원남동,1
공업용,서울특별시,종로구,원서동,0
공업용,서울특별시,종로구,이화동,0
공업용,서울특별시,종로구,익선동,0
공업용,서울특별시,종로구,인사동,2
공업용,서울특별시,종로구,인의동,0
공업용,서울특별시,종로구,장사동,6
공업용,서울특별시,종로구,재동,0
공업용,서울특별시,종로구,적선동,0
공업용,서울특별시,종로구,종로1가,0
공업용,서울특별시,종로구,종로2가,0
공업용,서울특별시,종로구,종로3가,2
공업용,서울특별시,종로구,종로4가,0
공업용,서울특별시,종로구,종로5가,2
공업용,서울특별시,종로구,종로6가,4
공업용,서울특별시,종로구,중학동,0
공업용,서울특별시,종로구,창성동,0
공업용,서울특별시,종로구,창신동,12
공업용,서울특별시,종로구,청운동,0
공업용,서울특별시,종로구,청진동,0
공업용,서울특별시,종로구,체부동,0
공업용,서울특별시,종로구,충신동,3
공업용,서울특별시,종로구,통의동,0
공업용,서울특별시,종로구,통인동,0
공업용,서울특별시,종로구,팔판동,0
공업용,서울특별시,종로구,평동,0
공업용,서울특별시,종로구,평창동,1
공업용,서울특별시,종로구,필운동,0
공업용,서울특별시,종로구,행촌동,0
공업용,서울특별시,종로구,혜화동,1
공업용,서울특별시,종로구,홍지동,0
공업용,서울특별시,종로구,홍파동,0
공업용,서울특별시,종로구,화동,1
공업용,서울특별시,종로구,효자동,0
공업용,서울특별시,종로구,효제동,1
공업용,서울특별시,종로구,훈정동,0
공업용,서울특별시,중구,광희동1가,14
공업용,서울특별시,중구,광희동2가,0
공업용,서울특별시,중구,남대문로1가,0
공업용,서울특별시,중구,남대문로2가,0
공업용,서울특별시,중구,남대문로3가,0
공업용,서울특별시,중구,남대문로4가,0
공업용,서울특별시,중구,남대문로5가,0
공업용,서울특별시,중구,남산동1가,0
공업용,서울특별시,중구,남산동2가,1
공업용,서울특별시,중구,남산동3가,0
공업용,서울특별시,중구,남창동,0
공업용,서울특별시,중구,남학동,2
공업용,서울특별시,중구,다동,0
공업용,서울특별시,중구,만리동1가,2
공업용,서울특별시,중구,만리동2가,0
공업용,서울특별시,중구,명동1가,0
공업용,서울특별시,중구,명동2가,1
공업용,서울특별시,중구,무교동,0
공업용,서울특별시,중구,무학동,2
공업용,서울특별시,중구,묵정동,0
공업용,서울특별시,중구,방산동,0
공업용,서울특별시,중구,봉래동1가,0
공업용,서울특별시,중구,봉래동2가,0
공업용,서울특별시,중구,북창동,1
공업용,서울특별시,중구,산림동,9
공업용,서울특별시,중구,삼각동,0
공업용,서울특별시,중구,서소문동,0
공업용,서울특별시,중구,소공동,0
공업용,서울특별시,중구,수표동,2
공업용,서울특별시,중구,수하동,0
공업용,서울특별시,중구,순화동,0
공업용,서울특별시,중구,신당동,19
공업용,서울특별시,중구,쌍림동,4
공업용,서울특별시,중구,예관동,7
공업용,서울특별시,중구,예장동,0
공업용,서울특별시,중구,오장동,10
공업용,서울특별시,중구,을지로1가,1
공업용,서울특별시,중구,을지로2가,0
공업용,서울특별시,중구,을지로3가,19
공업용,서울특별시,중구,을지로4가,3
공업용,서울특별시,중구,을지로5가,5
공업용,서울특별시,중구,을지로6가,7
공업용,서울특별시,중구,을지로7가,0
공업용,서울특별시,중구,의주로1가,1
공업용,서울특별시,중구,의주로2가,0
공업용,서울특별시,중구,인현동1가,18
공업용,서울특별시,중구,인현동2가,26
공업용,서울특별시,중구,입정동,2
공업용,서울특별시,중구,장교동,0
공업용,서울특별시,중구,장충동1가,2
공업용,서울특별시,중구,장충동2가,2
공업용,서울특별시,중구,저동1가,0
공업용,서울특별시,중구,저동2가,5
공업용,서울특별시,중구,정동,0
공업용,서울특별시,중구,주교동,4
공업용,서울특별시,중구,주자동,0
공업용,서울특별시,중구,중림동,2
공업용,서울특별시,중구,초동,18
공업용,서울특별시,중구,충무로1가,0
공업용,서울특별시,중구,충무로2가,4
공업용,서울특별시,중구,충무로3가,8
공업용,서울특별시,중구,충무로4가,20
공업용,서울특별시,중구,충무로5가,8
공업용,서울특별시,중구,충정로1가,0
공업용,서울특별시,중구,태평로1가,0
공업용,서울특별시,중구,태평로2가,1
공업용,서울특별시,중구,필동1가,0
공업용,서울특별시,중구,필동2가,1
공업용,서울특별시,중구,필동3가,1
공업용,서울특별시,중구,황학동,4
공업용,서울특별시,중구,회현동1가,0
공업용,서울특별시,중구,회현동2가,0
공업용,서울특별시,중구,회현동3가,0
공업용,서울특별시,중구,흥인동,0
공업용,서울특별시,중랑구,망우동,0
공업용,서울특별시,중랑구,면목동,11
공업용,서울특별시,중랑구,묵동,0
공업용,서울특별시,중랑구,상봉동,5
공업용,서울특별시,중랑구,신내동,2
공업용,서울특별시,중랑구,중화동,3
공업용,서울특별시,강동구,강일동,0
공업용,서울특별시,강동구,고덕동,0
공업용,서울특별시,강동구,길동,0
공업용,서울특별시,강동구,둔촌동,1
공업용,서울특별시,강동구,명일동,0
공업용,서울특별시,강동구,상일동,2
공업용,서울특별시,강동구,성내동,0
공업용,서울특별시,강동구,암사동,2
공업용,서울특별시,강동구,천호동,4
공업용,서울특별시,강북구,미아동,7
공업용,서울특별시,강북구,번동,2
공업용,서울특별시,강북구,수유동,3
공업용,서울특별시,강북구,우이동,0
공업용,서울특별시,강서구,가양동,24
공업용,서울특별시,강서구,개화동,0
공업용,서울특별시,강서구,공항동,1
공업용,서울특별시,강서구,과해동,0
공업용,서울특별시,강서구,내발산동,0
공업용,서울특별시,강서구,등촌동,22
공업용,서울특별시,강서구,마곡동,3
공업용,서울특별시,강서구,방화동,4
공업용,서울특별시,강서구,염창동,15
공업용,서울특별시,강서구,오곡동,0
공업용,서울특별시,강서구,오쇠동,0
공업용,서울특별시,강서구,외발산동,0
공업용,서울특별시,강서구,화곡동,4
공업용,서울특별시,관악구,남현동,0
공업용,서울특별시,관악구,봉천동,5
공업용,서울특별시,관악구,신림동,2
공업용,서울특별시,광진구,광장동,0
공업용,서울특별시,광진구,구의동,0
공업용,서울특별시,광진구,군자동,0
공업용,서울특별시,광진구,능동,1
공업용,서울특별시,광진구,자양동,8
공업용,서울특별시,광진구,중곡동,5
공업용,서울특별시,광진구,화양동,2
공업용,서울특별시,구로구,가리봉동,2
공업용,서울특별시,구로구,개봉동,6
공업용,서울특별시,구로구,고척동,20
공업용,서울특별시,구로구,구로동,115
공업용,서울특별시,구로구,궁동,0
공업용,서울특별시,구로구,신도림동,85
공업용,서울특별시,구로구,오류동,9
공업용,서울특별시,구로구,온수동,56
공업용,서울특별시,구로구,천왕동,0
공업용,서울특별시,구로구,항동,3
공업용,서울특별시,금천구,가산동,225
공업용,서울특별시,금천구,독산동,241
공업용,서울특별시,금천구,시흥동,37
공업용,서울특별시,노원구,공릉동,5
공업용,서울특별시,노원구,상계동,0
공업용,서울특별시,노원구,월계동,3
공업용,서울특별시,노원구,중계동,1
공업용,서울특별시,노원구,하계동,1
