event_year,event_date,event_time,event_location,event_category,event_name
2020,1-18 ~ 1-19,"1월 18일(토) 18시, 1월 19일(일) 17시",잠실실내체육관,공연,몬스타엑스 팬미팅
2020,1-8,19시,잠실실내체육관,공연,제9회 가온차트 뮤직어워즈 2019
