event_name,event_date,event_time,event_loc
KOVO + GS칼텍스 + 한국도로공사 ,2022.01.20 (목),19:00 ,서울장충체육관 
KBL + 서울SK + 원주DB ,2022.01.22 (토),17:00 ,잠실학생체육관 
KBL + 서울SK + 한국가스공사 ,2022.01.24 (월),19:00 ,잠실학생체육관 
KOVO + 우리카드 + 현대캐피탈 ,2022.01.28 (금),19:00 ,서울장충체육관 
KBL + 서울SK + 원주DB ,2022.01.30 (일),17:00 ,잠실학생체육관 
KOVO + GS칼텍스 + 흥국생명 ,2022.02.01 (화),16:00 ,서울장충체육관 
KOVO + GS칼텍스 + 현대건설 ,2022.02.04 (금),19:00 ,서울장충체육관 
KOVO + 우리카드 + KB손해보험 ,2022.02.05 (토),14:00 ,서울장충체육관 
KBL + 서울SK + 수원KT ,2022.02.06 (일),15:00 ,잠실학생체육관 
KOVO + 우리카드 + 한국전력 ,2022.02.08 (화),19:00 ,서울장충체육관 
KBL + 서울삼성 + 울산현대모비스 ,2022.02.09 (수),19:00 ,잠실실내체육관 
KBL + 서울삼성 + 창원LG ,2022.02.12 (토),17:00 ,잠실실내체육관 
KBL + 서울삼성 + 서울SK ,2022.02.13 (일),17:00 ,잠실실내체육관 
KBL + 서울삼성 + 한국가스공사 ,2022.02.15 (화),19:00 ,잠실실내체육관 
KOVO + GS칼텍스 + KGC인삼공사 ,2022.02.28 (월),19:00 ,서울장충체육관 
KBL + 서울SK + 안양KGC ,2022.03.02 (수),19:00 ,잠실학생체육관 
KBL + 서울SK + 창원LG ,2022.03.05 (토),15:00 ,잠실학생체육관 
KBL + 서울삼성 + 울산현대모비스 ,2022.03.06 (일),15:00 ,잠실실내체육관 
KBL + 서울삼성 + 전주KCC ,2022.03.08 (화),19:00 ,잠실실내체육관 
KBL + 서울SK + 울산현대모비스 ,2022.03.09 (수),19:00 ,잠실학생체육관 
KBL + 서울삼성 + 안양KGC ,2022.03.11 (금),19:00 ,잠실실내체육관 
KBL + 서울SK + 한국가스공사 ,2022.03.11 (금),19:00 ,잠실학생체육관 
KOVO + 우리카드 + OK금융그룹 ,2022.03.11 (금),19:00 ,서울장충체육관 
KBL + 서울SK + 서울삼성 ,2022.03.13 (일),14:00 ,잠실학생체육관 
KBL + 서울SK + 고양오리온 ,2022.03.15 (화),19:00 ,잠실학생체육관 
KOVO + 우리카드 + 대한항공 ,2022.03.16 (수),14:00 ,서울장충체육관 
KBL + 서울SK + 전주KCC ,2022.03.19 (토),18:00 ,잠실학생체육관 
Kleague + 서울 이랜드 + 충남 아산 FC ,2022.03.19 (토),13:30 ,목동종합운동장 주경기장 
Kleague + FC 서울 + 제주 Utd ,2022.03.19 (토),16:30 ,서울월드컵경기장 
KOVO + 우리카드 + 삼성화재 ,2022.03.23 (수),19:00 ,서울장충체육관 
KBL + 서울삼성 + 한국가스공사 ,2022.03.24 (목),19:00 ,잠실실내체육관 
KOVO + GS칼텍스 + KGC인삼공사 ,2022.03.24 (목),19:00 ,서울장충체육관 
KBL + 서울삼성 + 원주DB ,2022.03.26 (토),18:00 ,잠실실내체육관 
Kleague + 서울 이랜드 + FC 안양 ,2022.03.27 (일),13:00 ,잠실올림픽주경기장 
KOVO + GS칼텍스 + 한국도로공사 ,2022.03.27 (일),16:00 ,서울장충체육관 
KOVO + GS칼텍스 + IBK기업은행 ,2022.03.30 (수),19:00 ,서울장충체육관 
KBO + 키움히어로즈 + 롯데 ,2022.04.02 (토),14:00 ,서울고척스카이돔 
KBO + 두산 + 한화 ,2022.04.02 (토),14:00 ,서울 잠실 야구장 
KBO + 키움히어로즈 + 롯데 ,2022.04.03 (일),14:00 ,서울고척스카이돔 
KBO + 두산 + 한화 ,2022.04.03 (일),14:00 ,서울 잠실 야구장 
KBL + 서울SK + 수원KT ,2022.04.03 (일),16:00 ,잠실학생체육관 
KOVO + GS칼텍스 + 페퍼저축은행 ,2022.04.03 (일),16:00 ,서울장충체육관 
KBL + 서울삼성 + 서울SK ,2022.04.04 (월),19:00 ,잠실실내체육관 
KBO + 키움히어로즈 + LG ,2022.04.05 (화),18:30 ,서울고척스카이돔 
KBO + 두산 + 삼성 ,2022.04.05 (화),18:30 ,서울 잠실 야구장 
KBL + 서울삼성 + 고양오리온 ,2022.04.05 (화),19:00 ,잠실실내체육관 
KBO + 두산 + 삼성 ,2022.04.06 (수),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 + LG ,2022.04.06 (수),18:30 ,서울고척스카이돔 
Kleague + FC 서울 + 강원 FC ,2022.04.06 (수),19:30 ,서울월드컵경기장 
KBO + 키움히어로즈 + LG ,2022.04.07 (목),18:30 ,서울고척스카이돔 
KBO + 두산 + 삼성 ,2022.04.07 (목),18:30 ,서울 잠실 야구장 
KBO + LG + NC ,2022.04.08 (금),18:30 ,서울 잠실 야구장 
KBO + LG + NC ,2022.04.09 (토),17:00 ,서울 잠실 야구장 
Kleague + FC 서울 + 수원 삼성 ,2022.04.10 (일),19:00 ,서울월드컵경기장 
KBO + LG + NC ,2022.04.10 (일),14:00 ,서울 잠실 야구장 
KBO + 키움히어로즈 + NC ,2022.04.12 (화),18:30 ,서울고척스카이돔 
KBO + LG +  SSG ,2022.04.12 (화),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 + NC ,2022.04.13 (수),18:30 ,서울고척스카이돔 
KBO + LG +  SSG ,2022.04.13 (수),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 + NC ,2022.04.14 (목),18:30 ,서울고척스카이돔 
KBO + LG +  SSG ,2022.04.14 (목),18:30 ,서울 잠실 야구장 
KBO + 두산 + 키움히어로즈 ,2022.04.15 (금),18:30 ,서울 잠실 야구장 
KBO + 두산 + 키움히어로즈 ,2022.04.16 (토),17:00 ,서울 잠실 야구장 
KBO + 두산 + 키움히어로즈 ,2022.04.17 (일),14:00 ,서울 잠실 야구장 
KBO + LG + KT ,2022.04.19 (화),18:30 ,서울 잠실 야구장 
KBO + LG + KT ,2022.04.20 (수),18:30 ,서울 잠실 야구장 
KBL + 서울SK + 고양오리온 ,2022.04.20 (수),19:00 ,잠실학생체육관 
KBO + LG + KT ,2022.04.21 (목),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 + KIA ,2022.04.22 (금),18:30 ,서울고척스카이돔 
KBL + 서울SK + 고양오리온 ,2022.04.22 (금),19:00 ,잠실학생체육관 
KBO + 두산 + LG ,2022.04.22 (금),18:30 ,서울 잠실 야구장 
KBO + 두산 + LG ,2022.04.23 (토),17:00 ,서울 잠실 야구장 
KBO + 키움히어로즈 + KIA ,2022.04.23 (토),14:00 ,서울고척스카이돔 
KBO + 키움히어로즈 + KIA ,2022.04.24 (일),14:00 ,서울고척스카이돔 
KBO + 두산 + LG ,2022.04.24 (일),14:00 ,서울 잠실 야구장 
KBO + 두산 + NC ,2022.04.26 (화),18:30 ,서울 잠실 야구장 
KBO + 두산 + NC ,2022.04.27 (수),18:30 ,서울 잠실 야구장 
KBO + 두산 + NC ,2022.04.28 (목),18:30 ,서울 잠실 야구장 
KBO + LG + 롯데 ,2022.04.29 (금),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 + KT ,2022.04.29 (금),18:30 ,서울고척스카이돔 
KBO + LG + 롯데 ,2022.04.30 (토),17:00 ,서울 잠실 야구장 
KBO + 키움히어로즈 + KT ,2022.04.30 (토),17:00 ,서울고척스카이돔 
KBO + LG + 롯데 ,2022.05.01 (일),14:00 ,서울 잠실 야구장 
KBO + 키움히어로즈 + KT ,2022.05.01 (일),14:00 ,서울고척스카이돔 
KBL + 서울SK + 안양KGC ,2022.05.02 (월),19:00 ,잠실학생체육관 
KBO + LG + 두산 ,2022.05.03 (화),18:30 ,서울 잠실 야구장 
KBL + 서울SK + 안양KGC ,2022.05.04 (수),19:00 ,잠실학생체육관 
KBO + LG + 두산 ,2022.05.04 (수),18:30 ,서울 잠실 야구장 
KBO + LG + 두산 ,2022.05.05 (목),14:00 ,서울 잠실 야구장 
KBO + 두산 + KT ,2022.05.06 (금),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 +  SSG ,2022.05.06 (금),18:30 ,서울고척스카이돔 
KBO + 두산 + KT ,2022.05.07 (토),17:00 ,서울 잠실 야구장 
KBO + 키움히어로즈 +  SSG ,2022.05.07 (토),17:00 ,서울고척스카이돔 
KBO + 두산 + KT ,2022.05.08 (일),14:00 ,서울 잠실 야구장 
Kleague + FC 서울 + 수원 FC ,2022.05.08 (일),16:30 ,서울월드컵경기장 
KBO + 키움히어로즈 +  SSG ,2022.05.08 (일),14:00 ,서울고척스카이돔 
KBO + 키움히어로즈 + 두산 ,2022.05.10 (화),18:30 ,서울고척스카이돔 
KBO + LG + 한화 ,2022.05.10 (화),18:30 ,서울 잠실 야구장 
KBL + 서울SK + 안양KGC ,2022.05.10 (화),19:00 ,잠실학생체육관 
KBO + LG + 한화 ,2022.05.11 (수),18:30 ,서울 잠실 야구장 
KBO + 키움히어로즈 + 두산 ,2022.05.11 (수),18:30 ,서울고척스카이돔 
KBO + 키움히어로즈 + 두산 ,2022.05.12 (목),18:30 ,서울고척스카이돔 
KBO + LG + 한화 ,2022.05.12 (목),18:30 ,서울 잠실 야구장 
KBO + LG + KIA ,2022.05.13 (금),18:30 ,서울 잠실 야구장 
KBO + LG + KIA ,2022.05.14 (토),17:00 ,서울 잠실 야구장 
Kleague + FC 서울 + 포항 스틸러스 ,2022.05.15 (일),19:00 ,서울월드컵경기장 
KBO + LG + KIA ,2022.05.15 (일),14:00 ,서울 잠실 야구장 
Kleague + 서울 이랜드 + 김포 FC ,2022.05.17 (화),19:30 ,목동종합운동장 주경기장 
KBO + 두산 +  SSG ,2022.05.17 (화),18:30 ,서울 잠실 야구장 
