building_addr,purpose
서울특별시 강남구 대치동 507-1,교육연구시설
서울특별시 강남구 대치동 510 서울대곡초등학교(가동),교육연구시설
서울특별시 강남구 대치동 510 서울대곡초등학교(급식실 및 체육관),교육연구시설
서울특별시 강남구 대치동 510 서울대곡초등학교(나동),교육연구시설
서울특별시 강남구 대치동 510 서울대곡초등학교(정보센터),교육연구시설
서울특별시 강남구 대치동 605 대치 프라자,교육연구시설
서울특별시 강남구 대치동 605-2 까치빌딩,교육연구시설
서울특별시 강남구 대치동 606-1 대치탑프라자,교육연구시설
서울특별시 강남구 대치동 611 강남대학교 카이로스 빌딩,교육연구시설
서울특별시 강남구 대치동 62-8,교육연구시설
서울특별시 강남구 대치동 649,교육연구시설
서울특별시 강남구 대치동 651,교육연구시설
서울특별시 강남구 대치동 906-18 한림국제대학원대학교 제2관,교육연구시설
서울특별시 강남구 대치동 907-13 한림국제대학원대학교 제1관,교육연구시설
서울특별시 강남구 대치동 907-8 대치동 상부 빌딩,제2종근린생활시설
서울특별시 강남구 대치동 908-20 대치이엠프라자,제1종근린생활시설
서울특별시 강남구 대치동 908-6 씨엔알빌딩,업무시설
서울특별시 강남구 대치동 909-2 이강학원 대치프리미엄관,교육연구시설
서울특별시 강남구 대치동 911,교육연구시설
서울특별시 강남구 대치동 911-7 황우거빌딩(1동),교육연구시설
서울특별시 강남구 대치동 912-28 주원빌딩,교육연구시설
서울특별시 강남구 대치동 914-1 우리빌딩,교육연구시설
서울특별시 강남구 대치동 923-23,교육연구시설
서울특별시 강남구 대치동 924-10 서울도곡초등학교(1),교육연구시설
서울특별시 강남구 대치동 924-10 서울도곡초등학교(2),교육연구시설
서울특별시 강남구 대치동 924-10 서울도곡초등학교(가동),교육연구시설
서울특별시 강남구 대치동 924-10 서울도곡초등학교(나동),교육연구시설
서울특별시 강남구 대치동 924-10 서울도곡초등학교(복합화시설),교육연구시설
서울특별시 강남구 대치동 929-11 대치빌딩(주건축물제1동),교육연구시설
서울특별시 강남구 대치동 931-20 진선빌딩(진선빌딩),교육연구시설
서울특별시 강남구 대치동 931-21,교육연구시설
서울특별시 강남구 대치동 931-23,교육연구시설
서울특별시 강남구 대치동 931-26 우석빌딩,교육연구시설
서울특별시 강남구 대치동 932-4,교육연구시설
서울특별시 강남구 대치동 932-42 (제동빌딩),교육연구시설
서울특별시 강남구 대치동 935-26 장성빌딩,교육연구시설
서울특별시 강남구 대치동 935-28 석수빌딩,교육연구시설
서울특별시 강남구 대치동 936-21 (롯데백화점 문화센타),교육연구시설
서울특별시 강남구 대치동 938-1 롯데백화점 강남점 문화센터,교육연구시설
서울특별시 강남구 대치동 938-1 롯데백화점 강남점 문화센터(주차관리실),교육연구시설
서울특별시 강남구 대치동 938-4 대아빌딩(대아빌딩),교육연구시설
서울특별시 강남구 대치동 940-6,교육연구시설
서울특별시 강남구 대치동 940-7,교육연구시설
서울특별시 강남구 대치동 941-19 진흥빌딩,교육연구시설
서울특별시 강남구 대치동 941-21,제2종근린생활시설
서울특별시 강남구 대치동 941-22 한나빌딩,교육연구시설
서울특별시 강남구 대치동 941-24,교육연구시설
서울특별시 강남구 대치동 941-26 현민빌딩,교육연구시설
서울특별시 강남구 대치동 952 강당동,교육연구시설
서울특별시 강남구 대치동 952 대명중학교,교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(고등학교 C동),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(고등학교비동),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(고등학교에이동),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(복도계단),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(본관동),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(수위실),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(스탠드상옥),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(연결통로),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(중학교동),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(체육관),교육연구시설
서울특별시 강남구 대치동 952-1 휘문중고등학교(펌프실),교육연구시설
서울특별시 강남구 대치동 960-6,교육연구시설
서울특별시 강남구 대치동 961-15,교육연구시설
서울특별시 강남구 대치동 961-19,교육연구시설
서울특별시 강남구 대치동 962-21 M 빌딩,교육연구시설
서울특별시 강남구 대치동 966 강남 종로학원(강남 종로학원),교육연구시설
서울특별시 강남구 대치동 966-7 블루스카이 보습학원,교육연구시설
서울특별시 강남구 대치동 967-1,교육연구시설
서울특별시 강남구 대치동 969 (대현초등학교),교육연구시설
서울특별시 강남구 대치동 976-7,교육연구시설
서울특별시 강남구 대치동 976-8,교육연구시설
서울특별시 강남구 대치동 977-13 탐스코빌딩,교육연구시설
서울특별시 강남구 대치동 977-16,교육연구시설
서울특별시 강남구 대치동 980-9 대치2문화센터,교육연구시설
서울특별시 강남구 대치동 983-1 S-TOWER,업무시설
서울특별시 강남구 대치동 986-3 금강빌딩Ⅱ,교육연구시설
서울특별시 강남구 대치동 987-16,교육연구시설
서울특별시 강남구 대치동 987-17 프라자II,교육연구시설
서울특별시 강남구 대치동 987-20 서진빌딩,교육연구시설
서울특별시 강남구 대치동 988-14 SM TOWER(SM TOWER),교육연구시설
서울특별시 강남구 대치동 988-15 태성빌딩,교육연구시설
서울특별시 강남구 대치동 988-17,교육연구시설
서울특별시 강남구 대치동 988-18 EYE PLUS 빌딩(EYE PLUS 빌딩),업무시설
서울특별시 강남구 대치동 988-5,교육연구시설
서울특별시 강남구 대치동 988-7 아카데미하우스,교육연구시설
서울특별시 강남구 대치동 989 태원 리치타운 상가,교육연구시설
서울특별시 강남구 대치동 990-3,교육연구시설
서울특별시 강남구 대치동 991-1,교육연구시설
서울특별시 강남구 대치동 994-1,교육연구시설
서울특별시 강남구 대치동 994-3,교육연구시설
서울특별시 강남구 대치동 994-4,교육연구시설
서울특별시 강남구 대치동 994-8,제1종근린생활시설
서울특별시 강남구 대치동 999-4 보이스캐디CC,업무시설
서울특별시 강남구 도곡동 106-1 서울대도초등학교 교사동,교육연구시설
서울특별시 강남구 도곡동 106-1 서울대도초등학교 교사동,교육연구시설
서울특별시 강남구 도곡동 106-1 서울대도초등학교 창고,교육연구시설
서울특별시 강남구 도곡동 106-1 서울대도초등학교 체육관,교육연구시설
서울특별시 강남구 도곡동 21 중대사대부속고등학교(1동),교육연구시설
서울특별시 강남구 도곡동 411-7,교육연구시설
서울특별시 강남구 도곡동 418-2,제2종근린생활시설
서울특별시 강남구 도곡동 449-8 평강빌딩(평강빌딩),교육연구시설
서울특별시 강남구 도곡동 460,교육연구시설
서울특별시 강남구 도곡동 460,교육연구시설
서울특별시 강남구 도곡동 460 (가동),교육연구시설
서울특별시 강남구 도곡동 460 대치중학교(체육관),교육연구시설
서울특별시 강남구 도곡동 517-10 ICU부설 미디어 연구센터,교육연구시설
서울특별시 강남구 도곡동 541-1 도곡중학교,교육연구시설
서울특별시 강남구 도곡동 91 (숙명여자고등학교),교육연구시설
서울특별시 강남구 도곡동 938-10 은광여자고등학교,교육연구시설
서울특별시 강남구 도곡동 946-20 독립문교회교육관(독립문교회교육관),교육연구시설
서울특별시 강남구 도곡동 955-5,업무시설
서울특별시 강남구 삼성동 10-7,교육연구시설
서울특별시 강남구 삼성동 128-5,교육연구시설
서울특별시 강남구 삼성동 142-22,교육연구시설
서울특별시 강남구 삼성동 151-7 싹아트센터,교육연구시설
서울특별시 강남구 삼성동 160-21 아이큐어타워,교육연구시설
서울특별시 강남구 삼성동 170-5 백암아트센터(본관),교육연구시설
서울특별시 강남구 삼성동 21-1,제1종근린생활시설
서울특별시 강남구 삼성동 28 언주중학교,교육연구시설
서울특별시 강남구 삼성동 28 언주중학교,교육연구시설
서울특별시 강남구 삼성동 28 언주중학교(본관),교육연구시설
서울특별시 강남구 삼성동 28 언주중학교(수위실),교육연구시설
서울특별시 강남구 삼성동 28 언주중학교(전기실),교육연구시설
서울특별시 강남구 삼성동 28 언주중학교(청사),교육연구시설
서울특별시 강남구 삼성동 28 언주중학교(체육관),교육연구시설
서울특별시 강남구 삼성동 37-18 (서울디지탈정보통신대학원),교육연구시설
서울특별시 강남구 삼성동 42 (삼능초등학교),교육연구시설
서울특별시 강남구 삼성동 42 삼릉초등학교(초등학교체육관),교육연구시설
서울특별시 강남구 삼성동 74-13 (서울정애학교),교육연구시설
서울특별시 강남구 삼성동 74-13 서울정애학교,교육연구시설
서울특별시 강남구 삼성동 74-4 (경기고등학교),교육연구시설
서울특별시 강남구 삼성동 79-2 봉은초등학교,교육연구시설
서울특별시 강남구 삼성동 79-2 봉은초등학교(급식실 및 식당),교육연구시설
서울특별시 강남구 삼성동 82-7 (봉은중학교),교육연구시설
서울특별시 강남구 삼성동 92-13,교육연구시설
서울특별시 강남구 세곡동 122-2 서울대왕초등학교,교육연구시설
서울특별시 강남구 세곡동 301-3,교육연구시설
서울특별시 강남구 세곡동 301-3,교육연구시설
서울특별시 강남구 세곡동 301-3 (제1호),교육연구시설
서울특별시 강남구 세곡동 464-9 서울세명초등학교,교육연구시설
서울특별시 강남구 세곡동 518 오즈의마법사유치원,교육연구시설
서울특별시 강남구 세곡동 601 서울 은곡유치원,교육연구시설
서울특별시 강남구 수서동 591 강남유정유치원,교육연구시설
서울특별시 강남구 수서동 707 세원빌딩(세원빌딩),교육연구시설
서울특별시 강남구 수서동 709 (수서초등학교),교육연구시설
"서울특별시 강남구 수서동 710 수서중학교(본관동,별관동,정보센타)",교육연구시설
서울특별시 강남구 수서동 710 수서중학교(생활관),교육연구시설
서울특별시 강남구 수서동 710 수서중학교(학생복지시설및교사동),교육연구시설
서울특별시 강남구 수서동 711 (세종고등학교),교육연구시설
서울특별시 강남구 수서동 711 (세종고등학교),교육연구시설
서울특별시 강남구 수서동 726-3,교육연구시설
서울특별시 강남구 수서동 726-5 수산빌딩,교육연구시설
서울특별시 강남구 수서동 733,교육연구시설
서울특별시 강남구 수서동 733 대진디자인고등학교,교육연구시설
서울특별시 강남구 수서동 745 왕북초등학교,교육연구시설
서울특별시 강남구 수서동 750 대왕중학교,교육연구시설
서울특별시 강남구 신사동 525-9 컨템포빌딩(컨템포빌딩),업무시설
서울특별시 강남구 신사동 528-8 에스모드서울1,교육연구시설
서울특별시 강남구 신사동 541-7,제1종근린생활시설
서울특별시 강남구 신사동 550-11 신구초등학교,교육연구시설
서울특별시 강남구 신사동 550-11 신구초등학교(복합화시설),교육연구시설
서울특별시 강남구 신사동 556-28,교육연구시설
서울특별시 강남구 신사동 567-19,교육연구시설
서울특별시 강남구 신사동 567-28,교육연구시설
서울특별시 강남구 신사동 568-11 한국산업양행빌딩,교육연구시설
서울특별시 강남구 신사동 576-5,교육연구시설
서울특별시 강남구 신사동 577 다보빌딩(다보빌딩),교육연구시설
서울특별시 강남구 신사동 577-7,교육연구시설
서울특별시 강남구 신사동 595-1 안국빌딩,교육연구시설
서울특별시 강남구 신사동 595-6 레아트문클리닉 타워,제1종근린생활시설
서울특별시 강남구 신사동 597-19 (신사동학원),교육연구시설
서울특별시 강남구 신사동 597-3,의료시설
서울특별시 강남구 신사동 600-7,교육연구시설
서울특별시 강남구 신사동 607-11 소망교회 제2교육관,교육연구시설
서울특별시 강남구 신사동 608,교육연구시설
서울특별시 강남구 신사동 608-2 아진빌딩,교육연구시설
서울특별시 강남구 신사동 609-1,교육연구시설
서울특별시 강남구 신사동 609-6,제2종근린생활시설
서울특별시 강남구 신사동 614-1 YBM압구정센터,교육연구시설
서울특별시 강남구 신사동 617,교육연구시설
서울특별시 강남구 신사동 621 신구중학교(본관),교육연구시설
서울특별시 강남구 신사동 621 신구중학교(창고),교육연구시설
서울특별시 강남구 신사동 621-1,교육연구시설
서울특별시 강남구 신사동 621-1 (기계식 주차장),교육연구시설
서울특별시 강남구 신사동 622-7 소망교회 제1교육관,교육연구시설
서울특별시 강남구 신사동 626-43,교육연구시설
서울특별시 강남구 신사동 627-16 GM사옥,교육연구시설
서울특별시 강남구 신사동 627-19,교육연구시설
서울특별시 강남구 신사동 637-13,교육연구시설
서울특별시 강남구 신사동 640-9,교육연구시설
서울특별시 강남구 신사동 649,교육연구시설
서울특별시 강남구 신사동 656-10,교육연구시설
서울특별시 강남구 압구정동 410 신사중학교(본관동),교육연구시설
서울특별시 강남구 압구정동 425,교육연구시설
서울특별시 강남구 압구정동 425 (정보센터),교육연구시설
서울특별시 강남구 압구정동 461 (압구정초등학교),교육연구시설
서울특별시 강남구 압구정동 461 (압구정초등학교),교육연구시설
서울특별시 강남구 압구정동 461 (압구정초등학교),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(강당),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(급식소),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(매점),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(별관),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(본관),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(샤워실),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(수위실),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(식당),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(창고),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(체육창고),교육연구시설
서울특별시 강남구 압구정동 470 구정고등학교(카트보관소),교육연구시설
서울특별시 강남구 압구정동 471 압구정중학교,교육연구시설
서울특별시 강남구 압구정동 471 압구정중학교(창고동),교육연구시설
"서울특별시 강남구 압구정동 526 청담고등학교(본관,후관 연결복도)",교육연구시설
서울특별시 강남구 압구정동 526 청담고등학교(수위동),교육연구시설
"서울특별시 강남구 압구정동 526 청담고등학교(식당,휴게실, 급식실)",교육연구시설
서울특별시 강남구 압구정동 526 청담고등학교(창고),교육연구시설
서울특별시 강남구 압구정동 526 청담고등학교(청담고등학교),교육연구시설
서울특별시 강남구 역삼동 604-1 라이브빌딩,교육연구시설
서울특별시 강남구 역삼동 606-13,교육연구시설
서울특별시 강남구 역삼동 606-16 비젼빌딩,교육연구시설
서울특별시 강남구 역삼동 619-11 역삼동 619-11 근생.업무시설빌딩,제2종근린생활시설
서울특별시 강남구 역삼동 619-16 (강남ELS빌딩),교육연구시설
서울특별시 강남구 역삼동 619-3,제2종근린생활시설
서울특별시 강남구 역삼동 632-13 강남구노인통합지원센터,교육연구시설
서울특별시 강남구 역삼동 635-1 국립어린이청소년도서관,교육연구시설
서울특별시 강남구 역삼동 635-10,교육연구시설
서울특별시 강남구 역삼동 636-15,교육연구시설
서울특별시 강남구 역삼동 645-16 한빛지적소유권센터,교육연구시설
서울특별시 강남구 역삼동 648-26,제1종근린생활시설
서울특별시 강남구 역삼동 649-1 이투스교육 주식회사,교육연구시설
서울특별시 강남구 역삼동 649-3,교육연구시설
서울특별시 강남구 역삼동 677-24,교육연구시설
서울특별시 강남구 역삼동 683-11,제2종근린생활시설
서울특별시 강남구 역삼동 683-18 솜씨빌딩,교육연구시설
서울특별시 강남구 역삼동 713 진선여자고등학교,교육연구시설
서울특별시 강남구 역삼동 713 진선여자고등학교(다목적실),교육연구시설
서울특별시 강남구 역삼동 713 진선여자고등학교(생활관),교육연구시설
서울특별시 강남구 역삼동 713 진선여자고등학교(실습실),교육연구시설
서울특별시 강남구 역삼동 714 도성초등학교,교육연구시설
서울특별시 강남구 역삼동 718-32 (대한사회복지회 Guest House),교육연구시설
서울특별시 강남구 역삼동 718-5 (역삼동 718빌딩),교육연구시설
서울특별시 강남구 역삼동 733-11,교육연구시설
서울특별시 강남구 역삼동 738-37,업무시설
서울특별시 강남구 역삼동 738-42 백조빌딩,교육연구시설
서울특별시 강남구 역삼동 756-11,교육연구시설
서울특별시 강남구 역삼동 767-20 역삼중학교(가동 (본관동)),교육연구시설
서울특별시 강남구 역삼동 767-20 역삼중학교(나동 (정보센터)),교육연구시설
서울특별시 강남구 역삼동 771-6 청심 센터,교육연구시설
서울특별시 강남구 역삼동 776-14 핸디소프트빌딩(경비실),교육연구시설
서울특별시 강남구 역삼동 776-14 형지빌딩,교육연구시설
서울특별시 강남구 역삼동 783-21 강남세브란스병원 미래의학연구센터,교육연구시설
서울특별시 강남구 역삼동 786-15 (키즈클럽),교육연구시설
서울특별시 강남구 역삼동 786-18 강남세브란스병원 의생명연구센터,교육연구시설
서울특별시 강남구 역삼동 799-7,교육연구시설
서울특별시 강남구 역삼동 816-6,교육연구시설
서울특별시 강남구 역삼동 817-23,교육연구시설
서울특별시 강남구 역삼동 817-27,교육연구시설
서울특별시 강남구 역삼동 818-10 역삼동빌딩(역삼동빌딩),교육연구시설
서울특별시 강남구 역삼동 818-12,교육연구시설
서울특별시 강남구 역삼동 818-3,교육연구시설
서울특별시 강남구 역삼동 818-4,교육연구시설
서울특별시 강남구 역삼동 819-10 세경빌딩,교육연구시설
서울특별시 강남구 역삼동 819-4,교육연구시설
서울특별시 강남구 역삼동 819-7 대승빌딩,교육연구시설
서울특별시 강남구 역삼동 820-8 YBM강남센터,교육연구시설
서울특별시 강남구 역삼동 823-24 (남도빌딩),업무시설
서울특별시 강남구 역삼동 825-26 KR TOWER(KR TOWER),교육연구시설
서울특별시 강남구 역삼동 826-22,교육연구시설
서울특별시 강남구 역삼동 826-27 제이스타워,교육연구시설
서울특별시 강남구 역삼동 826-28 송민빌딩,교육연구시설
서울특별시 강남구 역삼동 827-15 (강남대성빌딩),교육연구시설
서울특별시 강남구 역삼동 827-61 구립역삼푸른솔도서관,교육연구시설
서울특별시 강남구 역삼동 833-7 서울역삼초등학교(1동),교육연구시설
서울특별시 강남구 역삼동 833-7 서울역삼초등학교(3동),교육연구시설
서울특별시 강남구 일원동 617 (영희초등학교),교육연구시설
서울특별시 강남구 일원동 617 서울영희초등학교(복합화시설),교육연구시설
서울특별시 강남구 일원동 618 (중동고등학교),교육연구시설
서울특별시 강남구 일원동 619,교육연구시설
서울특별시 강남구 일원동 619-2,교육연구시설
서울특별시 강남구 일원동 625-27,노유자시설
서울특별시 강남구 일원동 641-4,제1종근린생활시설
서울특별시 강남구 일원동 691,교육연구시설
서울특별시 강남구 일원동 691,교육연구시설
서울특별시 강남구 일원동 691 (일원초등학교),교육연구시설
서울특별시 강남구 일원동 691 (일원초등학교),교육연구시설
서울특별시 강남구 일원동 692,교육연구시설
서울특별시 강남구 일원동 692 중동중학교(교사동),교육연구시설
서울특별시 강남구 일원동 712 (대청초등학교),교육연구시설
서울특별시 강남구 일원동 714 중산고등학교,교육연구시설
서울특별시 강남구 일원동 734 (상록수아파트단지내 유치원),교육연구시설
서울특별시 강남구 일원동 736 대모초등학교,교육연구시설
서울특별시 강남구 일원동 736 대모초등학교(부1(다목적실)),교육연구시설
서울특별시 강남구 일원동 736 대모초등학교(부2(체육시설)),교육연구시설
서울특별시 강남구 일원동 736 대모초등학교(부3(체육시설)),교육연구시설
서울특별시 강남구 일원동 738 서울로봇고등학교,교육연구시설
서울특별시 강남구 자곡동 56-100 서울 율현초등학교,교육연구시설
서울특별시 강남구 자곡동 565-4 세곡중학교,교육연구시설
서울특별시 강남구 자곡동 642 자곡초등학교,교육연구시설
서울특별시 강남구 자곡동 643 풍문고등학교,교육연구시설
서울특별시 강남구 청담동 124-1 청담문화센터,교육연구시설
서울특별시 강남구 청담동 142 서울청담초등학교(교사동),교육연구시설
서울특별시 강남구 청담동 143 청담중학교,교육연구시설
서울특별시 강남구 청담동 19-17,제2종근린생활시설
서울특별시 강남구 청담동 23-4,교육연구시설
서울특별시 강남구 청담동 23-4,교육연구시설
서울특별시 강남구 청담동 23-4,교육연구시설
서울특별시 강남구 청담동 23-4,교육연구시설
서울특별시 강남구 청담동 23-4 (A동),교육연구시설
서울특별시 강남구 청담동 23-4 (B동),교육연구시설
서울특별시 강남구 청담동 23-4 (D동),교육연구시설
서울특별시 강남구 청담동 23-4 (정보종합센터),교육연구시설
서울특별시 강남구 청담동 27 서울언북초등학교,교육연구시설
서울특별시 강남구 청담동 27 서울언북초등학교(교육문화회관),교육연구시설
서울특별시 강남구 청담동 27 서울언북초등학교(학교시설(가동)),교육연구시설
"서울특별시 강남구 청담동 36-1 청담동 36-1 제1,2종근린생활시설(주건축물제1동)",제2종근린생활시설
서울특별시 강남구 청담동 36-4 삼육빌딩,교육연구시설
서울특별시 강남구 청담동 40-3,제2종근린생활시설
서울특별시 강남구 청담동 43-9,교육연구시설
서울특별시 강남구 청담동 5-4 새벽별비전센터,교육연구시설
서울특별시 강남구 청담동 58-9 파크힐빌딩(파크힐빌딩),교육연구시설
서울특별시 강남구 청담동 68-16 청담동 68-16 교육연구시설 (이차용),교육연구시설
서울특별시 강남구 청담동 68-8 청담동교육연구시설,교육연구시설
서울특별시 강남구 청담동 70-9 정인빌딩,교육연구시설
서울특별시 강남구 청담동 71 ADLV빌딩,제2종근린생활시설
서울특별시 강남구 청담동 72-1,교육연구시설
서울특별시 강남구 청담동 76-15 청담동 76-15,제1종근린생활시설
서울특별시 강남구 청담동 76-2 아카데미 준오,교육연구시설
서울특별시 강남구 청담동 92-22 드림빌딩,제1종근린생활시설
서울특별시 강남구 청담동 97,교육연구시설
서울특별시 강남구 청담동 97-7,교육연구시설
서울특별시 강남구 개포동 1163-7 (극동건축 BLDG),업무시설
서울특별시 강남구 개포동 1164-15 (대경빌딩),업무시설
서울특별시 강남구 개포동 1164-2,업무시설
서울특별시 강남구 개포동 1164-21 인바디빌딩,업무시설
서울특별시 강남구 개포동 1188,업무시설
서울특별시 강남구 개포동 1192-2,업무시설
