building_addr,purpose
서울특별시 강남구 대치동 920-17 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 대치동 920-2,단독주택
서울특별시 강남구 대치동 920-20 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 대치동 920-25,단독주택
서울특별시 강남구 대치동 920-26,제2종근린생활시설
서울특별시 강남구 대치동 920-3 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 대치동 920-4 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 대치동 920-5 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 921-11 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 대치동 921-12 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 대치동 921-16,단독주택
서울특별시 강남구 대치동 921-9 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 대치동 922-10 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 922-13 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 922-16 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 대치동 922-6 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 대치동 923-12 시온빌딩(주건축물제1동),제2종근린생활시설
서울특별시 강남구 대치동 923-27,단독주택
서울특별시 강남구 대치동 923-28,단독주택
서울특별시 강남구 대치동 923-31 윤빌라,단독주택
서울특별시 강남구 대치동 923-33 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 923-35,단독주택
서울특별시 강남구 대치동 923-36 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 대치동 923-4,단독주택
서울특별시 강남구 대치동 923-5 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 대치동 923-6,단독주택
서울특별시 강남구 대치동 924-3 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 924-4,단독주택
서울특별시 강남구 대치동 924-7 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 대치동 925-1 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 925-11 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 대치동 925-13 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 925-14 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 925-17 (다가구용단독주택(17가구)),단독주택
서울특별시 강남구 대치동 925-18 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 대치동 925-19 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 925-23 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 대치동 925-24,단독주택
서울특별시 강남구 대치동 925-25 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 925-26,단독주택
서울특별시 강남구 대치동 925-27 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 925-28 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 925-3 현남빌라,단독주택
서울특별시 강남구 대치동 925-30 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 925-8,단독주택
서울특별시 강남구 대치동 926-11,단독주택
서울특별시 강남구 대치동 926-12 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 926-15 사랑의뜨락,단독주택
서울특별시 강남구 대치동 926-19,단독주택
서울특별시 강남구 대치동 926-20 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 926-23,단독주택
서울특별시 강남구 대치동 926-26,단독주택
서울특별시 강남구 대치동 926-27,단독주택
서울특별시 강남구 대치동 926-28,단독주택
서울특별시 강남구 대치동 926-29,단독주택
서울특별시 강남구 대치동 926-31 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 926-36,단독주택
서울특별시 강남구 대치동 927-10 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-11 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-12 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 927-14,단독주택
서울특별시 강남구 대치동 927-15 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 927-16 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 927-19,단독주택
서울특별시 강남구 대치동 927-2 (다가구주택(9가구)),단독주택
서울특별시 강남구 대치동 927-21 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-22 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-23 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 927-27 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-28 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 927-29,단독주택
서울특별시 강남구 대치동 927-3 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-34 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 927-4 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-5 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 927-6 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-7 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-8 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 927-9,단독주택
서울특별시 강남구 대치동 928-1 (아이 스페이스),단독주택
서울특별시 강남구 대치동 928-10 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 928-13,단독주택
서울특별시 강남구 대치동 928-14 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 928-18 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 928-19,단독주택
서울특별시 강남구 대치동 928-6,단독주택
서울특별시 강남구 대치동 928-9 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 대치동 929-3,단독주택
서울특별시 강남구 대치동 930-10 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 930-13 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 930-14,단독주택
서울특별시 강남구 대치동 930-15 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 930-16,단독주택
서울특별시 강남구 대치동 930-17,단독주택
서울특별시 강남구 대치동 930-2 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 930-21,단독주택
서울특별시 강남구 대치동 930-22 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 930-23,단독주택
서울특별시 강남구 대치동 930-24 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 930-25 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 930-27 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 930-28,단독주택
서울특별시 강남구 대치동 930-29 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 930-30,단독주택
서울특별시 강남구 대치동 930-31,단독주택
서울특별시 강남구 대치동 930-32 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 930-33 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 930-34 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 930-35,단독주택
서울특별시 강남구 대치동 930-5,단독주택
서울특별시 강남구 대치동 930-7,단독주택
서울특별시 강남구 대치동 930-9 영빌라,단독주택
서울특별시 강남구 대치동 931 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 931-1,제2종근린생활시설
서울특별시 강남구 대치동 931-10 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 931-11 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 931-12 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 대치동 931-13 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 931-15 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 931-2 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 931-3,단독주택
서울특별시 강남구 대치동 931-4 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 931-7 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 931-8 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 931-9 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 932,단독주택
서울특별시 강남구 대치동 932-12,단독주택
서울특별시 강남구 대치동 932-13 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 932-26,단독주택
서울특별시 강남구 대치동 932-30,단독주택
서울특별시 강남구 대치동 932-33 그레이스 빌(그레이스 빌),단독주택
서울특별시 강남구 대치동 932-35 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 932-39 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 932-40 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 932-7,단독주택
서울특별시 강남구 대치동 932-8 (다가구주택(12가구)),단독주택
서울특별시 강남구 대치동 933-19 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 933-2 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 933-20 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 933-21,단독주택
서울특별시 강남구 대치동 933-21,단독주택
서울특별시 강남구 대치동 933-27,단독주택
서울특별시 강남구 대치동 933-29,단독주택
서울특별시 강남구 대치동 933-30,단독주택
서울특별시 강남구 대치동 933-4 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 대치동 934-11 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 934-15,단독주택
서울특별시 강남구 대치동 934-16,단독주택
서울특별시 강남구 대치동 934-20,단독주택
서울특별시 강남구 대치동 934-23,단독주택
서울특별시 강남구 대치동 934-25,단독주택
서울특별시 강남구 대치동 934-5 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 934-6 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 935-14 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 935-16 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 935-17,단독주택
서울특별시 강남구 대치동 935-18,단독주택
서울특별시 강남구 대치동 935-19 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 935-2 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 935-20 (다가구용단독주택(15가구)),단독주택
서울특별시 강남구 대치동 935-21 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 935-3,단독주택
서울특별시 강남구 대치동 935-35,단독주택
서울특별시 강남구 대치동 935-4,단독주택
서울특별시 강남구 대치동 935-5 (다가구용단독주택(6가구)),단독주택
서울특별시 강남구 대치동 935-9 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 대치동 938-17,제2종근린생활시설
서울특별시 강남구 대치동 938-7,단독주택
서울특별시 강남구 대치동 939-1,단독주택
서울특별시 강남구 대치동 939-10,단독주택
서울특별시 강남구 대치동 939-11,단독주택
서울특별시 강남구 대치동 939-12,단독주택
서울특별시 강남구 대치동 939-13,단독주택
서울특별시 강남구 대치동 939-14,단독주택
서울특별시 강남구 대치동 939-16,단독주택
서울특별시 강남구 대치동 939-17 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 939-18,단독주택
서울특별시 강남구 대치동 939-19 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 대치동 939-4 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 939-7,단독주택
서울특별시 강남구 대치동 939-9 세일빌(세일빌),단독주택
서울특별시 강남구 대치동 940,제2종근린생활시설
서울특별시 강남구 대치동 940-1,단독주택
서울특별시 강남구 대치동 941-11,단독주택
서울특별시 강남구 대치동 941-12 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 941-15,단독주택
서울특별시 강남구 대치동 941-3,단독주택
서울특별시 강남구 대치동 941-5,단독주택
서울특별시 강남구 대치동 941-8,단독주택
서울특별시 강남구 대치동 941-9 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 950-8,단독주택
서울특별시 강남구 대치동 953 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 대치동 953-1,단독주택
서울특별시 강남구 대치동 953-11,단독주택
서울특별시 강남구 대치동 953-13 라임,단독주택
서울특별시 강남구 대치동 953-20,단독주택
서울특별시 강남구 대치동 953-3,단독주택
서울특별시 강남구 대치동 953-4 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 대치동 953-6,단독주택
서울특별시 강남구 대치동 953-8 금강빌딩,단독주택
서울특별시 강남구 대치동 954-12 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 대치동 954-23,제1종근린생활시설
서울특별시 강남구 대치동 954-28,단독주택
서울특별시 강남구 대치동 954-3 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 대치동 955-11 스마트빌,단독주택
서울특별시 강남구 대치동 955-15 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 대치동 955-18,단독주택
서울특별시 강남구 대치동 955-21 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 955-23,단독주택
서울특별시 강남구 대치동 955-9,단독주택
서울특별시 강남구 대치동 956-12,단독주택
서울특별시 강남구 대치동 956-22,단독주택
서울특별시 강남구 대치동 956-8 (다가구용단독주택),단독주택
서울특별시 강남구 대치동 956-9 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 대치동 957-18,단독주택
서울특별시 강남구 대치동 957-26,단독주택
서울특별시 강남구 대치동 957-31,단독주택
서울특별시 강남구 대치동 958,단독주택
서울특별시 강남구 대치동 958-1 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 958-12 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 대치동 958-13,단독주택
서울특별시 강남구 대치동 958-14 (다가구용단독주택(15가구)),단독주택
서울특별시 강남구 대치동 958-17 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 958-18,단독주택
서울특별시 강남구 대치동 958-19 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 958-20 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 958-23,단독주택
서울특별시 강남구 대치동 958-24,단독주택
서울특별시 강남구 대치동 958-4 프라임빌(프라임빌),단독주택
서울특별시 강남구 대치동 958-5,단독주택
서울특별시 강남구 대치동 959-10,단독주택
서울특별시 강남구 대치동 959-14,단독주택
서울특별시 강남구 대치동 959-18,단독주택
서울특별시 강남구 대치동 959-19,단독주택
서울특별시 강남구 대치동 959-22,단독주택
서울특별시 강남구 대치동 959-24 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 959-31 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 대치동 959-9 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 대치동 96,단독주택
서울특별시 강남구 대치동 960-10 (다가구용단독주택(15가구)),단독주택
서울특별시 강남구 대치동 960-17 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 대치동 960-2,단독주택
서울특별시 강남구 대치동 960-9,단독주택
서울특별시 강남구 대치동 961-18,단독주택
서울특별시 강남구 대치동 962-12,단독주택
서울특별시 강남구 대치동 962-13,제2종근린생활시설
서울특별시 강남구 대치동 962-24 (가동),단독주택
서울특별시 강남구 대치동 965-18,단독주택
서울특별시 강남구 대치동 965-7,단독주택
서울특별시 강남구 대치동 967-11 (다가구용단독주택(3가구)),단독주택
서울특별시 강남구 대치동 967-9 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 대치동 971,단독주택
서울특별시 강남구 대치동 971-12 (주건축물제1동),단독주택
서울특별시 강남구 대치동 971-13,단독주택
서울특별시 강남구 대치동 971-15,단독주택
서울특별시 강남구 대치동 971-16,단독주택
서울특별시 강남구 대치동 971-18,단독주택
서울특별시 강남구 대치동 971-19,단독주택
서울특별시 강남구 대치동 971-2,단독주택
서울특별시 강남구 대치동 971-20,단독주택
서울특별시 강남구 대치동 971-21 대치동 971-21 단독주택 (김영걸)(주건축물제1동),단독주택
서울특별시 강남구 대치동 971-23,단독주택
서울특별시 강남구 대치동 971-24,단독주택
서울특별시 강남구 대치동 971-25,단독주택
서울특별시 강남구 대치동 971-26,단독주택
서울특별시 강남구 대치동 971-3,단독주택
서울특별시 강남구 대치동 971-5,단독주택
서울특별시 강남구 대치동 971-7,단독주택
서울특별시 강남구 대치동 971-8,단독주택
서울특별시 강남구 대치동 971-9,단독주택
서울특별시 강남구 대치동 973-31,단독주택
서울특별시 강남구 대치동 975-18,단독주택
서울특별시 강남구 대치동 979-10 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 대치동 979-12,단독주택
서울특별시 강남구 대치동 979-14 (다가구용단독주택(6가구)),단독주택
서울특별시 강남구 대치동 979-20 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 대치동 979-21,단독주택
서울특별시 강남구 대치동 979-24,단독주택
서울특별시 강남구 대치동 979-25,단독주택
서울특별시 강남구 대치동 979-26,단독주택
서울특별시 강남구 대치동 979-6,단독주택
서울특별시 강남구 대치동 979-8,단독주택
서울특별시 강남구 대치동 979-9,단독주택
서울특별시 강남구 대치동 980-1,단독주택
서울특별시 강남구 대치동 980-15,단독주택
서울특별시 강남구 대치동 980-19,단독주택
서울특별시 강남구 대치동 980-8,단독주택
서울특별시 강남구 대치동 982-7,단독주택
서울특별시 강남구 대치동 987-9,단독주택
서울특별시 강남구 대치동 991-8,제2종근린생활시설
서울특별시 강남구 도곡동 103,단독주택
서울특별시 강남구 도곡동 153,단독주택
서울특별시 강남구 도곡동 153,단독주택
서울특별시 강남구 도곡동 181 도곡동 근생및주택(도곡동 근생및주택),단독주택
서울특별시 강남구 도곡동 184,단독주택
서울특별시 강남구 도곡동 184-34,단독주택
서울특별시 강남구 도곡동 185,단독주택
서울특별시 강남구 도곡동 187,단독주택
서울특별시 강남구 도곡동 187-1 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 도곡동 192,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193,단독주택
서울특별시 강남구 도곡동 193-13,단독주택
서울특별시 강남구 도곡동 193-15 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 도곡동 193-16,단독주택
서울특별시 강남구 도곡동 193-18 도곡하우스,단독주택
서울특별시 강남구 도곡동 193-21,단독주택
서울특별시 강남구 도곡동 193-22,단독주택
서울특별시 강남구 도곡동 193-26,단독주택
서울특별시 강남구 도곡동 193-27 (다가구용단독주택(6가구)),단독주택
서울특별시 강남구 도곡동 193-30,단독주택
서울특별시 강남구 도곡동 193-33 (다가구용단독주택(3가구)),단독주택
서울특별시 강남구 도곡동 193-46 (다가구용단독주택(2가구)),단독주택
서울특별시 강남구 도곡동 193-48 도곡스토리(도곡스토리),단독주택
서울특별시 강남구 도곡동 193-49,단독주택
서울특별시 강남구 도곡동 193-81 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 199,단독주택
서울특별시 강남구 도곡동 200-3,단독주택
서울특별시 강남구 도곡동 200-6,단독주택
서울특별시 강남구 도곡동 200-7,단독주택
서울특별시 강남구 도곡동 203-1,단독주택
서울특별시 강남구 도곡동 300-8,단독주택
서울특별시 강남구 도곡동 410-1 (구분소유및분양불가),단독주택
서울특별시 강남구 도곡동 410-2 (다가구용단독주택),제2종근린생활시설
서울특별시 강남구 도곡동 410-3,단독주택
서울특별시 강남구 도곡동 413-10 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 도곡동 413-13 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 도곡동 413-2,단독주택
서울특별시 강남구 도곡동 414,단독주택
서울특별시 강남구 도곡동 414-3 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 도곡동 414-7,제2종근린생활시설
서울특별시 강남구 도곡동 416-8,단독주택
서울특별시 강남구 도곡동 417-9,단독주택
서울특별시 강남구 도곡동 423-11 (다가구용단독주택(6가구)),제2종근린생활시설
서울특별시 강남구 도곡동 423-12 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 도곡동 424-10,단독주택
서울특별시 강남구 도곡동 424-9,단독주택
서울특별시 강남구 도곡동 437-8,단독주택
서울특별시 강남구 도곡동 440-119,단독주택
서울특별시 강남구 도곡동 449-5 우석빌딩_서울아틀리에345,단독주택
서울특별시 강남구 도곡동 449-9,단독주택
서울특별시 강남구 도곡동 450 빌딩450,단독주택
서울특별시 강남구 도곡동 452-2,단독주택
서울특별시 강남구 도곡동 452-3 도곡동 근생주택,제2종근린생활시설
서울특별시 강남구 도곡동 452-4,단독주택
서울특별시 강남구 도곡동 452-6 샐러드마스터 서울(샐러드마스터 서울),단독주택
서울특별시 강남구 도곡동 452-8,단독주택
서울특별시 강남구 도곡동 452-9,단독주택
서울특별시 강남구 도곡동 453-2,단독주택
서울특별시 강남구 도곡동 453-7,단독주택
서울특별시 강남구 도곡동 454-3,단독주택
서울특별시 강남구 도곡동 454-4 오차차타운,단독주택
서울특별시 강남구 도곡동 455-1,단독주택
서울특별시 강남구 도곡동 455-2,단독주택
서울특별시 강남구 도곡동 455-6,단독주택
서울특별시 강남구 도곡동 455-7,단독주택
서울특별시 강남구 도곡동 455-8,단독주택
서울특별시 강남구 도곡동 456-10,단독주택
서울특별시 강남구 도곡동 456-5,제1종근린생활시설
서울특별시 강남구 도곡동 456-9,단독주택
서울특별시 강남구 도곡동 458-1 (다가구용단독주택(4가구)),단독주택
서울특별시 강남구 도곡동 544-14,단독주택
서울특별시 강남구 도곡동 546-9 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 도곡동 547-10,단독주택
서울특별시 강남구 도곡동 547-3,단독주택
서울특별시 강남구 도곡동 548-21,단독주택
서울특별시 강남구 도곡동 552-19,단독주택
서울특별시 강남구 도곡동 640-12,단독주택
서울특별시 강남구 도곡동 641-7,단독주택
서울특별시 강남구 도곡동 862-7,단독주택
서울특별시 강남구 도곡동 863,단독주택
서울특별시 강남구 도곡동 863-30,단독주택
서울특별시 강남구 도곡동 869,단독주택
서울특별시 강남구 도곡동 871-18,단독주택
서울특별시 강남구 도곡동 871-2,단독주택
서울특별시 강남구 도곡동 871-20,단독주택
서울특별시 강남구 도곡동 871-8,단독주택
서울특별시 강남구 도곡동 873-2,단독주택
서울특별시 강남구 도곡동 873-2,단독주택
서울특별시 강남구 도곡동 873-3,단독주택
서울특별시 강남구 도곡동 876,단독주택
서울특별시 강남구 도곡동 882-12,단독주택
서울특별시 강남구 도곡동 882-12,단독주택
서울특별시 강남구 도곡동 892-17 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 도곡동 895-10,단독주택
서울특별시 강남구 도곡동 895-14 (구분소유및분양불가),단독주택
서울특별시 강남구 도곡동 902-25 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 도곡동 902-53 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-55,단독주택
서울특별시 강남구 도곡동 902-58 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-66 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-67,단독주택
서울특별시 강남구 도곡동 902-68 (다가구용단독주택),단독주택
서울특별시 강남구 도곡동 902-69 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-70,단독주택
서울특별시 강남구 도곡동 902-71 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-72,단독주택
서울특별시 강남구 도곡동 902-75 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-76 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-77 (다가구용단독주택),단독주택
서울특별시 강남구 도곡동 902-78 (다가구용단독주택(5가구)),단독주택
서울특별시 강남구 도곡동 902-79 (다가구용단독주택),단독주택
서울특별시 강남구 도곡동 902-85,단독주택
서울특별시 강남구 도곡동 921-3 도곡양재원룸,단독주택
서울특별시 강남구 도곡동 942-7 (다가구용단독주택(17가구)),단독주택
서울특별시 강남구 도곡동 944-10 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 도곡동 944-11 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 945-13,제2종근린생활시설
서울특별시 강남구 도곡동 945-5 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 도곡동 945-6,단독주택
서울특별시 강남구 도곡동 945-7 (다가구용단독주택(15가구)),단독주택
서울특별시 강남구 도곡동 945-9 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 947-13 (다가구용단독주택(12가구)),단독주택
서울특별시 강남구 도곡동 947-16 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 947-18 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 도곡동 947-20 (다가구용단독주택(10가구)),단독주택
서울특별시 강남구 도곡동 947-21 (다가구용단독주택(11가구)),단독주택
서울특별시 강남구 도곡동 947-22 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 947-24 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 947-27 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 947-28,단독주택
서울특별시 강남구 도곡동 948-10 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 도곡동 948-11 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 도곡동 948-12 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 도곡동 948-13 (구분소유및분양불가),단독주택
서울특별시 강남구 도곡동 948-21,단독주택
서울특별시 강남구 도곡동 948-29 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 도곡동 948-32 (다가구용단독주택(13가구)),단독주택
서울특별시 강남구 도곡동 948-6,단독주택
서울특별시 강남구 도곡동 948-7,단독주택
서울특별시 강남구 도곡동 948-9 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 950-2,단독주택
서울특별시 강남구 도곡동 950-4,단독주택
서울특별시 강남구 도곡동 951-10,단독주택
서울특별시 강남구 도곡동 951-14 (다가구용단독주택(7가구)),단독주택
서울특별시 강남구 도곡동 951-16 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 도곡동 951-17 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 951-18 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 951-19 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 951-22 (다가구용단독주택(17가구)),단독주택
서울특별시 강남구 도곡동 951-23 (다가구용단독주택(16가구)),단독주택
서울특별시 강남구 도곡동 951-24 (다가구용단독주택(9가구)),단독주택
서울특별시 강남구 도곡동 951-25,단독주택
서울특별시 강남구 도곡동 951-6,단독주택
서울특별시 강남구 도곡동 952-2,단독주택
서울특별시 강남구 도곡동 954-1 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 954-15,단독주택
서울특별시 강남구 도곡동 954-16,단독주택
서울특별시 강남구 도곡동 954-2 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 954-22,단독주택
서울특별시 강남구 도곡동 954-23,단독주택
서울특별시 강남구 도곡동 954-5 (다가구용단독주택(8가구)),단독주택
서울특별시 강남구 도곡동 954-6,단독주택
서울특별시 강남구 도곡동 954-7,단독주택
서울특별시 강남구 도곡동 954-9 (다가구용단독주택(14가구)),단독주택
서울특별시 강남구 도곡동 955-12,제1종근린생활시설
서울특별시 강남구 도곡동 955-13,단독주택
서울특별시 강남구 도곡동 955-14,단독주택
서울특별시 강남구 도곡동 955-17 (다가구용단독주택(3가구)),단독주택
서울특별시 강남구 도곡동 955-18,단독주택
서울특별시 강남구 도곡동 955-20,단독주택
