building_addr,purpose
서울특별시 중구 신당동 236-3,단독주택
서울특별시 중구 신당동 236-30,단독주택
서울특별시 중구 신당동 236-306,단독주택
서울특별시 중구 신당동 236-31,단독주택
서울특별시 중구 신당동 236-310,단독주택
서울특별시 중구 신당동 236-311,단독주택
서울특별시 중구 신당동 236-313,단독주택
서울특별시 중구 신당동 236-315,단독주택
서울특별시 중구 신당동 236-318,단독주택
서울특별시 중구 신당동 236-32,단독주택
서울특별시 중구 신당동 236-324,단독주택
서울특별시 중구 신당동 236-325,단독주택
서울특별시 중구 신당동 236-331,단독주택
서울특별시 중구 신당동 236-332,단독주택
서울특별시 중구 신당동 236-332,단독주택
서울특별시 중구 신당동 236-334,단독주택
서울특별시 중구 신당동 236-336,단독주택
서울특별시 중구 신당동 236-337,단독주택
서울특별시 중구 신당동 236-338,단독주택
서울특별시 중구 신당동 236-338,단독주택
서울특별시 중구 신당동 236-34,단독주택
서울특별시 중구 신당동 236-341,단독주택
서울특별시 중구 신당동 236-346,단독주택
서울특별시 중구 신당동 236-35,단독주택
서울특별시 중구 신당동 236-350,단독주택
서울특별시 중구 신당동 236-353,단독주택
서울특별시 중구 신당동 236-358,단독주택
서울특별시 중구 신당동 236-36,단독주택
서울특별시 중구 신당동 236-365,단독주택
서울특별시 중구 신당동 236-37,단독주택
서울특별시 중구 신당동 236-370,단독주택
서울특별시 중구 신당동 236-371,단독주택
서울특별시 중구 신당동 236-373,단독주택
서울특별시 중구 신당동 236-374,단독주택
서울특별시 중구 신당동 236-38,단독주택
서울특별시 중구 신당동 236-40,단독주택
서울특별시 중구 신당동 236-410,단독주택
서울특별시 중구 신당동 236-411,단독주택
서울특별시 중구 신당동 236-412,단독주택
서울특별시 중구 신당동 236-413,단독주택
서울특별시 중구 신당동 236-414,단독주택
서울특별시 중구 신당동 236-415,단독주택
서울특별시 중구 신당동 236-416,단독주택
서울특별시 중구 신당동 236-417,단독주택
서울특별시 중구 신당동 236-418,단독주택
서울특별시 중구 신당동 236-419,단독주택
서울특별시 중구 신당동 236-420,단독주택
서울특별시 중구 신당동 236-421,단독주택
서울특별시 중구 신당동 236-422,단독주택
서울특별시 중구 신당동 236-423,단독주택
서울특별시 중구 신당동 236-424,단독주택
서울특별시 중구 신당동 236-425,단독주택
서울특별시 중구 신당동 236-426,단독주택
서울특별시 중구 신당동 236-427,단독주택
서울특별시 중구 신당동 236-428 (가동),단독주택
서울특별시 중구 신당동 236-428 (나동),단독주택
서울특별시 중구 신당동 236-429,단독주택
서울특별시 중구 신당동 236-430,단독주택
서울특별시 중구 신당동 236-431,단독주택
서울특별시 중구 신당동 236-432,단독주택
서울특별시 중구 신당동 236-433,단독주택
서울특별시 중구 신당동 236-434,단독주택
서울특별시 중구 신당동 236-436,단독주택
서울특별시 중구 신당동 236-437,단독주택
서울특별시 중구 신당동 236-438,단독주택
서울특별시 중구 신당동 236-440,단독주택
서울특별시 중구 신당동 236-441,단독주택
서울특별시 중구 신당동 236-442,단독주택
서울특별시 중구 신당동 236-443,단독주택
서울특별시 중구 신당동 236-444,단독주택
서울특별시 중구 신당동 236-446,단독주택
서울특별시 중구 신당동 236-447,단독주택
서울특별시 중구 신당동 236-448,단독주택
서울특별시 중구 신당동 236-449,단독주택
서울특별시 중구 신당동 236-451,단독주택
서울특별시 중구 신당동 236-452,단독주택
서울특별시 중구 신당동 236-453,단독주택
서울특별시 중구 신당동 236-457,단독주택
서울특별시 중구 신당동 236-458,단독주택
서울특별시 중구 신당동 236-459,단독주택
서울특별시 중구 신당동 236-460,단독주택
서울특별시 중구 신당동 236-461,단독주택
서울특별시 중구 신당동 236-462,단독주택
서울특별시 중구 신당동 236-463,단독주택
서울특별시 중구 신당동 236-464,단독주택
서울특별시 중구 신당동 236-465,단독주택
서울특별시 중구 신당동 236-466,단독주택
서울특별시 중구 신당동 236-467,단독주택
서울특별시 중구 신당동 236-467,단독주택
서울특별시 중구 신당동 236-468,단독주택
서울특별시 중구 신당동 236-468,단독주택
서울특별시 중구 신당동 236-469,단독주택
서울특별시 중구 신당동 236-470,단독주택
서울특별시 중구 신당동 236-471,단독주택
서울특별시 중구 신당동 236-472,단독주택
서울특별시 중구 신당동 236-473,단독주택
서울특별시 중구 신당동 236-474,단독주택
서울특별시 중구 신당동 236-475,단독주택
서울특별시 중구 신당동 236-476,단독주택
서울특별시 중구 신당동 236-477,단독주택
서울특별시 중구 신당동 236-478,단독주택
서울특별시 중구 신당동 236-479,단독주택
서울특별시 중구 신당동 236-480,단독주택
서울특별시 중구 신당동 236-481,단독주택
서울특별시 중구 신당동 236-482,단독주택
서울특별시 중구 신당동 236-483,단독주택
서울특별시 중구 신당동 236-484,단독주택
서울특별시 중구 신당동 236-485,단독주택
서울특별시 중구 신당동 236-486,단독주택
서울특별시 중구 신당동 236-487,단독주택
서울특별시 중구 신당동 236-49,단독주택
서울특별시 중구 신당동 236-491,단독주택
서울특별시 중구 신당동 236-492,단독주택
서울특별시 중구 신당동 236-50,단독주택
서울특별시 중구 신당동 236-505,단독주택
서울특별시 중구 신당동 236-514,단독주택
서울특별시 중구 신당동 236-53,단독주택
서울특별시 중구 신당동 236-530 다은빌(다은빌),단독주택
서울특별시 중구 신당동 236-535,단독주택
서울특별시 중구 신당동 236-54,단독주택
서울특별시 중구 신당동 236-54,단독주택
서울특별시 중구 신당동 236-55,단독주택
서울특별시 중구 신당동 236-57,단독주택
서울특별시 중구 신당동 236-58,단독주택
서울특별시 중구 신당동 236-59,단독주택
서울특별시 중구 신당동 236-60,단독주택
서울특별시 중구 신당동 236-606,단독주택
서울특별시 중구 신당동 236-65,단독주택
서울특별시 중구 신당동 236-67,단독주택
서울특별시 중구 신당동 236-73,단독주택
서울특별시 중구 신당동 236-74 (가동),단독주택
서울특별시 중구 신당동 236-74 (나동),단독주택
서울특별시 중구 신당동 236-74 (다동),단독주택
서울특별시 중구 신당동 236-74 (라동),단독주택
서울특별시 중구 신당동 236-77 신당동 상가주택,단독주택
서울특별시 중구 신당동 236-8,단독주택
서울특별시 중구 신당동 236-83,단독주택
서울특별시 중구 신당동 236-84,단독주택
서울특별시 중구 신당동 236-84,단독주택
서울특별시 중구 신당동 236-85,단독주택
서울특별시 중구 신당동 236-87,단독주택
서울특별시 중구 신당동 236-9,단독주택
서울특별시 중구 신당동 236-95,단독주택
서울특별시 중구 신당동 236-96,단독주택
서울특별시 중구 신당동 236-97,단독주택
서울특별시 중구 신당동 236-99,단독주택
서울특별시 중구 신당동 239-1,단독주택
서울특별시 중구 신당동 239-18,단독주택
서울특별시 중구 신당동 239-19,단독주택
서울특별시 중구 신당동 239-20,단독주택
서울특별시 중구 신당동 239-21,단독주택
서울특별시 중구 신당동 239-22,단독주택
서울특별시 중구 신당동 239-24,단독주택
서울특별시 중구 신당동 239-25,단독주택
서울특별시 중구 신당동 239-26,단독주택
서울특별시 중구 신당동 239-27,단독주택
서울특별시 중구 신당동 239-28,단독주택
서울특별시 중구 신당동 239-31,단독주택
서울특별시 중구 신당동 239-32,단독주택
서울특별시 중구 신당동 239-38,단독주택
서울특별시 중구 신당동 239-39,단독주택
서울특별시 중구 신당동 239-40,단독주택
서울특별시 중구 신당동 239-40,단독주택
서울특별시 중구 신당동 239-42,단독주택
서울특별시 중구 신당동 239-43,단독주택
서울특별시 중구 신당동 239-45,단독주택
서울특별시 중구 신당동 239-46,단독주택
서울특별시 중구 신당동 239-52,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24,단독주택
서울특별시 중구 신당동 24-119,단독주택
서울특별시 중구 신당동 24-119,단독주택
서울특별시 중구 신당동 24-129,단독주택
서울특별시 중구 신당동 24-140,단독주택
서울특별시 중구 신당동 24-39,단독주택
서울특별시 중구 신당동 241-1,단독주택
서울특별시 중구 신당동 241-101,단독주택
서울특별시 중구 신당동 241-109,단독주택
서울특별시 중구 신당동 241-11,단독주택
서울특별시 중구 신당동 241-110,단독주택
서울특별시 중구 신당동 241-114,단독주택
서울특별시 중구 신당동 241-115,단독주택
서울특별시 중구 신당동 241-117,단독주택
서울특별시 중구 신당동 241-124 (가동),단독주택
서울특별시 중구 신당동 241-138,단독주택
서울특별시 중구 신당동 241-139,단독주택
서울특별시 중구 신당동 241-140,단독주택
서울특별시 중구 신당동 241-141,단독주택
서울특별시 중구 신당동 241-142,단독주택
서울특별시 중구 신당동 241-144 (주건축물제1동),단독주택
서울특별시 중구 신당동 241-147,단독주택
서울특별시 중구 신당동 241-15,단독주택
서울특별시 중구 신당동 241-153,단독주택
서울특별시 중구 신당동 241-16,단독주택
서울특별시 중구 신당동 241-17,단독주택
서울특별시 중구 신당동 241-2,단독주택
서울특별시 중구 신당동 241-20,단독주택
서울특별시 중구 신당동 241-205 (주건축물제1동),단독주택
서울특별시 중구 신당동 241-24,단독주택
서울특별시 중구 신당동 241-25,단독주택
서울특별시 중구 신당동 241-30,단독주택
서울특별시 중구 신당동 241-31 (나동),단독주택
서울특별시 중구 신당동 241-32,단독주택
서울특별시 중구 신당동 241-34,단독주택
서울특별시 중구 신당동 241-36,단독주택
서울특별시 중구 신당동 241-37,단독주택
서울특별시 중구 신당동 241-48,단독주택
서울특별시 중구 신당동 241-49,단독주택
서울특별시 중구 신당동 241-50,단독주택
서울특별시 중구 신당동 241-51,단독주택
서울특별시 중구 신당동 241-52,단독주택
서울특별시 중구 신당동 241-54,단독주택
서울특별시 중구 신당동 241-55,단독주택
서울특별시 중구 신당동 241-57,단독주택
서울특별시 중구 신당동 241-58,단독주택
서울특별시 중구 신당동 241-59,단독주택
서울특별시 중구 신당동 241-78,단독주택
서울특별시 중구 신당동 241-79,단독주택
서울특별시 중구 신당동 241-85 (가동),단독주택
서울특별시 중구 신당동 241-85 (나동),단독주택
서울특별시 중구 신당동 241-87,단독주택
서울특별시 중구 신당동 241-88,단독주택
서울특별시 중구 신당동 241-89,단독주택
서울특별시 중구 신당동 241-91,단독주택
서울특별시 중구 신당동 241-92,단독주택
서울특별시 중구 신당동 241-96,단독주택
서울특별시 중구 신당동 242-1,단독주택
서울특별시 중구 신당동 242-1,단독주택
서울특별시 중구 신당동 244-1,단독주택
서울특별시 중구 신당동 244-1,단독주택
서울특별시 중구 신당동 247-10,단독주택
서울특별시 중구 신당동 247-11 (가동),단독주택
서울특별시 중구 신당동 247-11 (나동),제2종근린생활시설
서울특별시 중구 신당동 247-26,단독주택
서울특별시 중구 신당동 247-29,단독주택
서울특별시 중구 신당동 247-31,단독주택
서울특별시 중구 신당동 247-33,단독주택
서울특별시 중구 신당동 247-36,단독주택
서울특별시 중구 신당동 247-39 (가동),단독주택
서울특별시 중구 신당동 247-39 (나동),단독주택
서울특별시 중구 신당동 247-40,단독주택
서울특별시 중구 신당동 247-46,단독주택
서울특별시 중구 신당동 247-5 (가동),단독주택
서울특별시 중구 신당동 247-53,단독주택
서울특별시 중구 신당동 247-57,단독주택
서울특별시 중구 신당동 247-58,단독주택
서울특별시 중구 신당동 247-62,단독주택
서울특별시 중구 신당동 247-65,단독주택
서울특별시 중구 신당동 247-66,단독주택
서울특별시 중구 신당동 247-74,단독주택
서울특별시 중구 신당동 247-77,단독주택
서울특별시 중구 신당동 247-78,단독주택
서울특별시 중구 신당동 247-79 ],단독주택
서울특별시 중구 신당동 247-90,단독주택
서울특별시 중구 신당동 248-25 (가동),단독주택
서울특별시 중구 신당동 248-25 (나동),단독주택
서울특별시 중구 신당동 248-35,단독주택
서울특별시 중구 신당동 248-38,단독주택
서울특별시 중구 신당동 25-3,단독주택
서울특별시 중구 신당동 25-5,단독주택
서울특별시 중구 신당동 25-6,단독주택
서울특별시 중구 신당동 25-7,단독주택
서울특별시 중구 신당동 250-7,단독주택
서울특별시 중구 신당동 251-108,단독주택
서울특별시 중구 신당동 251-11,단독주택
서울특별시 중구 신당동 251-123,단독주택
서울특별시 중구 신당동 251-131,단독주택
서울특별시 중구 신당동 251-60,제2종근린생활시설
서울특별시 중구 신당동 251-97,단독주택
서울특별시 중구 신당동 253-12,단독주택
서울특별시 중구 신당동 254-7,단독주택
서울특별시 중구 신당동 254-9,단독주택
서울특별시 중구 신당동 26,단독주택
서울특별시 중구 신당동 26,단독주택
서울특별시 중구 신당동 26,단독주택
서울특별시 중구 신당동 26,단독주택
서울특별시 중구 신당동 26,단독주택
서울특별시 중구 신당동 26,단독주택
서울특별시 중구 신당동 264-21,단독주택
서울특별시 중구 신당동 264-8,단독주택
서울특별시 중구 신당동 266-6,단독주택
서울특별시 중구 신당동 267-38,단독주택
서울특별시 중구 신당동 267-88,단독주택
서울특별시 중구 신당동 27,단독주택
서울특별시 중구 신당동 27-1,단독주택
서울특별시 중구 신당동 27-1,단독주택
서울특별시 중구 신당동 27-2,단독주택
서울특별시 중구 신당동 27-2,단독주택
서울특별시 중구 신당동 27-21,단독주택
서울특별시 중구 신당동 273-2,단독주택
서울특별시 중구 신당동 273-2,단독주택
서울특별시 중구 신당동 273-2,단독주택
서울특별시 중구 신당동 276-18,단독주택
서울특별시 중구 신당동 276-19,단독주택
서울특별시 중구 신당동 280-1,단독주택
서울특별시 중구 신당동 280-6,단독주택
서울특별시 중구 신당동 281-10,단독주택
서울특별시 중구 신당동 281-11,단독주택
서울특별시 중구 신당동 281-14,단독주택
서울특별시 중구 신당동 281-17,단독주택
서울특별시 중구 신당동 281-19,단독주택
서울특별시 중구 신당동 281-19,단독주택
서울특별시 중구 신당동 281-20,단독주택
서울특별시 중구 신당동 281-23,단독주택
서울특별시 중구 신당동 281-25,단독주택
서울특별시 중구 신당동 281-26,단독주택
서울특별시 중구 신당동 281-27,단독주택
서울특별시 중구 신당동 281-28,단독주택
서울특별시 중구 신당동 281-32,단독주택
서울특별시 중구 신당동 281-6,단독주택
서울특별시 중구 신당동 281-8,단독주택
서울특별시 중구 신당동 281-9,단독주택
서울특별시 중구 신당동 282-12,단독주택
서울특별시 중구 신당동 282-25,단독주택
서울특별시 중구 신당동 282-46,단독주택
서울특별시 중구 신당동 282-53,단독주택
서울특별시 중구 신당동 282-60,단독주택
서울특별시 중구 신당동 282-60,단독주택
서울특별시 중구 신당동 282-64,단독주택
서울특별시 중구 신당동 282-8,단독주택
서울특별시 중구 신당동 282-86,단독주택
서울특별시 중구 신당동 282-87,단독주택
서울특별시 중구 신당동 282-92,단독주택
서울특별시 중구 신당동 282-99,제2종근린생활시설
서울특별시 중구 신당동 283-49,단독주택
서울특별시 중구 신당동 284-2,단독주택
서울특별시 중구 신당동 284-3,단독주택
서울특별시 중구 신당동 285-14,단독주택
서울특별시 중구 신당동 285-16,단독주택
서울특별시 중구 신당동 285-34,단독주택
서울특별시 중구 신당동 285-42,단독주택
서울특별시 중구 신당동 285-45,단독주택
서울특별시 중구 신당동 285-47,단독주택
서울특별시 중구 신당동 285-59,단독주택
서울특별시 중구 신당동 285-60,단독주택
서울특별시 중구 신당동 285-9,단독주택
서울특별시 중구 신당동 286-68,단독주택
서울특별시 중구 신당동 287-15,단독주택
서울특별시 중구 신당동 287-16,단독주택
서울특별시 중구 신당동 287-17,단독주택
서울특별시 중구 신당동 287-18,단독주택
서울특별시 중구 신당동 287-19,단독주택
서울특별시 중구 신당동 287-2,단독주택
서울특별시 중구 신당동 287-20,단독주택
서울특별시 중구 신당동 287-35,단독주택
서울특별시 중구 신당동 287-36,단독주택
서울특별시 중구 신당동 287-38,단독주택
서울특별시 중구 신당동 288-19,단독주택
서울특별시 중구 신당동 288-19,단독주택
서울특별시 중구 신당동 289-1,단독주택
서울특별시 중구 신당동 289-1 지상2호,단독주택
서울특별시 중구 신당동 289-110,단독주택
서울특별시 중구 신당동 289-155,단독주택
서울특별시 중구 신당동 289-162,단독주택
서울특별시 중구 신당동 289-2,단독주택
서울특별시 중구 신당동 289-43,단독주택
서울특별시 중구 신당동 289-5,단독주택
서울특별시 중구 신당동 289-5,단독주택
서울특별시 중구 신당동 289-74,단독주택
서울특별시 중구 신당동 289-81,단독주택
서울특별시 중구 신당동 289-84,단독주택
서울특별시 중구 신당동 290-10,단독주택
서울특별시 중구 신당동 290-103,단독주택
서울특별시 중구 신당동 290-126,단독주택
서울특별시 중구 신당동 290-130,단독주택
서울특별시 중구 신당동 290-131,단독주택
서울특별시 중구 신당동 290-132,단독주택
서울특별시 중구 신당동 290-14,단독주택
서울특별시 중구 신당동 290-148,단독주택
서울특별시 중구 신당동 290-149,단독주택
서울특별시 중구 신당동 290-15,단독주택
서울특별시 중구 신당동 290-152,단독주택
서울특별시 중구 신당동 290-162,단독주택
서울특별시 중구 신당동 290-172,단독주택
서울특별시 중구 신당동 290-174,단독주택
서울특별시 중구 신당동 290-181,단독주택
서울특별시 중구 신당동 290-25,단독주택
서울특별시 중구 신당동 290-26,단독주택
서울특별시 중구 신당동 290-27,단독주택
서울특별시 중구 신당동 290-3,단독주택
서울특별시 중구 신당동 290-59,단독주택
서울특별시 중구 신당동 290-66,단독주택
서울특별시 중구 신당동 290-87,단독주택
서울특별시 중구 신당동 290-98,단독주택
서울특별시 중구 신당동 291-1,단독주택
서울특별시 중구 신당동 291-10 한강빌딩,단독주택
서울특별시 중구 신당동 291-13,단독주택
서울특별시 중구 신당동 291-13,단독주택
서울특별시 중구 신당동 291-14,단독주택
서울특별시 중구 신당동 291-18,제1종근린생활시설
서울특별시 중구 신당동 291-24,단독주택
서울특별시 중구 신당동 291-53,단독주택
서울특별시 중구 신당동 291-55,단독주택
서울특별시 중구 신당동 292-102,단독주택
서울특별시 중구 신당동 292-103,단독주택
서울특별시 중구 신당동 292-104,단독주택
서울특별시 중구 신당동 292-109,단독주택
서울특별시 중구 신당동 292-110,제1종근린생활시설
서울특별시 중구 신당동 292-112,단독주택
서울특별시 중구 신당동 292-119,단독주택
서울특별시 중구 신당동 292-120,단독주택
서울특별시 중구 신당동 292-121,단독주택
서울특별시 중구 신당동 292-134 (나동),단독주택
서울특별시 중구 신당동 292-145,단독주택
서울특별시 중구 신당동 292-152,단독주택
서울특별시 중구 신당동 292-153,단독주택
서울특별시 중구 신당동 292-175,단독주택
서울특별시 중구 신당동 292-180,단독주택
서울특별시 중구 신당동 292-22,단독주택
서울특별시 중구 신당동 292-6,단독주택
서울특별시 중구 신당동 292-86,단독주택
서울특별시 중구 신당동 292-86,단독주택
서울특별시 중구 신당동 292-90,단독주택
서울특별시 중구 신당동 292-98,단독주택
서울특별시 중구 신당동 293-17,단독주택
서울특별시 중구 신당동 294-47,단독주택
서울특별시 중구 신당동 294-6,단독주택
서울특별시 중구 신당동 294-63,단독주택
서울특별시 중구 신당동 294-77,단독주택
서울특별시 중구 신당동 294-78,단독주택
서울특별시 중구 신당동 294-79,단독주택
서울특별시 중구 신당동 294-90,단독주택
서울특별시 중구 신당동 296-12,단독주택
서울특별시 중구 신당동 296-20,단독주택
서울특별시 중구 신당동 296-25,단독주택
서울특별시 중구 신당동 296-3,단독주택
서울특별시 중구 신당동 296-30,단독주택
서울특별시 중구 신당동 296-32,단독주택
서울특별시 중구 신당동 296-34,단독주택
서울특별시 중구 신당동 296-7,단독주택
서울특별시 중구 신당동 296-9,단독주택
서울특별시 중구 신당동 297-14,단독주택
서울특별시 중구 신당동 298-10,단독주택
서울특별시 중구 신당동 298-12,단독주택
서울특별시 중구 신당동 298-15,단독주택
서울특별시 중구 신당동 298-16,단독주택
서울특별시 중구 신당동 298-17,단독주택
서울특별시 중구 신당동 298-18,단독주택
서울특별시 중구 신당동 298-2,단독주택
서울특별시 중구 신당동 298-20,단독주택
서울특별시 중구 신당동 298-23,단독주택
서울특별시 중구 신당동 298-24,단독주택
서울특별시 중구 신당동 298-25,단독주택
서울특별시 중구 신당동 298-26,단독주택
서울특별시 중구 신당동 298-3,단독주택
서울특별시 중구 신당동 298-50,단독주택
서울특별시 중구 신당동 298-6,단독주택
서울특별시 중구 신당동 298-9,단독주택
서울특별시 중구 신당동 302-11,단독주택
서울특별시 중구 신당동 302-31,단독주택
서울특별시 중구 신당동 302-32,단독주택
서울특별시 중구 신당동 302-33,단독주택
서울특별시 중구 신당동 302-36,단독주택
서울특별시 중구 신당동 302-5,단독주택
서울특별시 중구 신당동 302-6,단독주택
서울특별시 중구 신당동 302-7,단독주택
서울특별시 중구 신당동 302-8,단독주택
서울특별시 중구 신당동 302-9,단독주택
서울특별시 중구 신당동 304-10,단독주택
서울특별시 중구 신당동 304-101,단독주택
서울특별시 중구 신당동 304-102,단독주택
서울특별시 중구 신당동 304-103,단독주택
서울특별시 중구 신당동 304-105,단독주택
서울특별시 중구 신당동 304-107 (가동),단독주택
서울특별시 중구 신당동 304-108,단독주택
서울특별시 중구 신당동 304-109,단독주택
서울특별시 중구 신당동 304-110,단독주택
서울특별시 중구 신당동 304-111,단독주택
서울특별시 중구 신당동 304-112,단독주택
서울특별시 중구 신당동 304-113,단독주택
서울특별시 중구 신당동 304-114,단독주택
서울특별시 중구 신당동 304-115,단독주택
서울특별시 중구 신당동 304-117,단독주택
서울특별시 중구 신당동 304-120,단독주택
서울특별시 중구 신당동 304-121,단독주택
서울특별시 중구 신당동 304-122,단독주택
서울특별시 중구 신당동 304-123,단독주택
서울특별시 중구 신당동 304-124,단독주택
서울특별시 중구 신당동 304-126,단독주택
서울특별시 중구 신당동 304-127,단독주택
서울특별시 중구 신당동 304-128,단독주택
서울특별시 중구 신당동 304-129,단독주택
서울특별시 중구 신당동 304-13,단독주택
서울특별시 중구 신당동 304-131,단독주택
서울특별시 중구 신당동 304-134,단독주택
서울특별시 중구 신당동 304-135,단독주택
서울특별시 중구 신당동 304-136,단독주택
서울특별시 중구 신당동 304-137,단독주택
서울특별시 중구 신당동 304-139,단독주택
서울특별시 중구 신당동 304-14,단독주택
서울특별시 중구 신당동 304-140,단독주택
서울특별시 중구 신당동 304-141 (나동),단독주택
서울특별시 중구 신당동 304-148,단독주택
서울특별시 중구 신당동 304-15,단독주택
서울특별시 중구 신당동 304-150,단독주택
서울특별시 중구 신당동 304-151,단독주택
서울특별시 중구 신당동 304-152,단독주택
서울특별시 중구 신당동 304-157,단독주택
서울특별시 중구 신당동 304-158,단독주택
서울특별시 중구 신당동 304-159,단독주택
서울특별시 중구 신당동 304-160,단독주택
서울특별시 중구 신당동 304-161,단독주택
서울특별시 중구 신당동 304-163,단독주택
서울특별시 중구 신당동 304-164,단독주택
서울특별시 중구 신당동 304-17,단독주택
서울특별시 중구 신당동 304-170,단독주택
서울특별시 중구 신당동 304-171,단독주택
서울특별시 중구 신당동 304-172,단독주택
서울특별시 중구 신당동 304-174,단독주택
서울특별시 중구 신당동 304-176,단독주택
서울특별시 중구 신당동 304-178,단독주택
서울특별시 중구 신당동 304-179,단독주택
서울특별시 중구 신당동 304-18,단독주택
서울특별시 중구 신당동 304-183,단독주택
서울특별시 중구 신당동 304-184,단독주택
서울특별시 중구 신당동 304-185,단독주택
서울특별시 중구 신당동 304-187 (가동),단독주택
서울특별시 중구 신당동 304-188,단독주택
서울특별시 중구 신당동 304-19,단독주택
서울특별시 중구 신당동 304-192,단독주택
서울특별시 중구 신당동 304-193,단독주택
서울특별시 중구 신당동 304-194,단독주택
서울특별시 중구 신당동 304-197,단독주택
서울특별시 중구 신당동 304-198,단독주택
서울특별시 중구 신당동 304-20,단독주택
서울특별시 중구 신당동 304-201 (가동),단독주택
서울특별시 중구 신당동 304-201 (나동),단독주택
서울특별시 중구 신당동 304-202,단독주택
서울특별시 중구 신당동 304-203,단독주택
서울특별시 중구 신당동 304-207,단독주택
서울특별시 중구 신당동 304-21,단독주택
서울특별시 중구 신당동 304-210,단독주택
서울특별시 중구 신당동 304-214,단독주택
서울특별시 중구 신당동 304-22,단독주택
서울특별시 중구 신당동 304-220,단독주택
서울특별시 중구 신당동 304-222,단독주택
서울특별시 중구 신당동 304-223,단독주택
서울특별시 중구 신당동 304-225,단독주택
서울특별시 중구 신당동 304-226,단독주택
서울특별시 중구 신당동 304-227,단독주택
서울특별시 중구 신당동 304-23,단독주택
서울특별시 중구 신당동 304-233,단독주택
서울특별시 중구 신당동 304-234,단독주택
서울특별시 중구 신당동 304-235,단독주택
서울특별시 중구 신당동 304-236,단독주택
서울특별시 중구 신당동 304-237,단독주택
서울특별시 중구 신당동 304-238,단독주택
서울특별시 중구 신당동 304-239,단독주택
서울특별시 중구 신당동 304-24,단독주택
서울특별시 중구 신당동 304-241,단독주택
서울특별시 중구 신당동 304-242,단독주택
서울특별시 중구 신당동 304-246,단독주택
서울특별시 중구 신당동 304-247,단독주택
서울특별시 중구 신당동 304-248,단독주택
서울특별시 중구 신당동 304-25,단독주택
서울특별시 중구 신당동 304-256,단독주택
서울특별시 중구 신당동 304-256,단독주택
서울특별시 중구 신당동 304-258,단독주택
서울특별시 중구 신당동 304-27,단독주택
서울특별시 중구 신당동 304-28,단독주택
서울특별시 중구 신당동 304-286,단독주택
서울특별시 중구 신당동 304-287,단독주택
서울특별시 중구 신당동 304-290,단독주택
서울특별시 중구 신당동 304-293,단독주택
서울특별시 중구 신당동 304-294,단독주택
서울특별시 중구 신당동 304-295,단독주택
서울특별시 중구 신당동 304-297,단독주택
서울특별시 중구 신당동 304-298,단독주택
서울특별시 중구 신당동 304-299,단독주택
서울특별시 중구 신당동 304-300,단독주택
서울특별시 중구 신당동 304-304,단독주택
서울특별시 중구 신당동 304-306,단독주택
서울특별시 중구 신당동 304-307,단독주택
서울특별시 중구 신당동 304-31,단독주택
서울특별시 중구 신당동 304-311,단독주택
서울특별시 중구 신당동 304-314,단독주택
서울특별시 중구 신당동 304-318,단독주택
서울특별시 중구 신당동 304-319,단독주택
서울특별시 중구 신당동 304-320,단독주택
서울특별시 중구 신당동 304-323,단독주택
서울특별시 중구 신당동 304-326,단독주택
서울특별시 중구 신당동 304-329,단독주택
서울특별시 중구 신당동 304-33,단독주택
서울특별시 중구 신당동 304-330,단독주택
서울특별시 중구 신당동 304-331,단독주택
서울특별시 중구 신당동 304-339,단독주택
서울특별시 중구 신당동 304-340,단독주택
서울특별시 중구 신당동 304-341,단독주택
서울특별시 중구 신당동 304-346,단독주택
서울특별시 중구 신당동 304-35,단독주택
서울특별시 중구 신당동 304-354,단독주택
서울특별시 중구 신당동 304-36,단독주택
서울특별시 중구 신당동 304-360,단독주택
서울특별시 중구 신당동 304-362,단독주택
서울특별시 중구 신당동 304-364,단독주택
서울특별시 중구 신당동 304-366,단독주택
서울특별시 중구 신당동 304-368,단독주택
서울특별시 중구 신당동 304-37,단독주택
서울특별시 중구 신당동 304-371,단독주택
서울특별시 중구 신당동 304-372,단독주택
서울특별시 중구 신당동 304-379,단독주택
서울특별시 중구 신당동 304-38,단독주택
서울특별시 중구 신당동 304-380,단독주택
서울특별시 중구 신당동 304-382 (나동),단독주택
서울특별시 중구 신당동 304-387,단독주택
서울특별시 중구 신당동 304-388,단독주택
서울특별시 중구 신당동 304-389,단독주택
서울특별시 중구 신당동 304-39,단독주택
서울특별시 중구 신당동 304-391,단독주택
서울특별시 중구 신당동 304-392,단독주택
서울특별시 중구 신당동 304-40,단독주택
서울특별시 중구 신당동 304-404,단독주택
서울특별시 중구 신당동 304-406,단독주택
서울특별시 중구 신당동 304-41,단독주택
서울특별시 중구 신당동 304-412,단독주택
서울특별시 중구 신당동 304-415,단독주택
서울특별시 중구 신당동 304-419,단독주택
서울특별시 중구 신당동 304-42,단독주택
서울특별시 중구 신당동 304-420,단독주택
서울특별시 중구 신당동 304-426,단독주택
서울특별시 중구 신당동 304-429,단독주택
서울특별시 중구 신당동 304-43,단독주택
서울특별시 중구 신당동 304-430,단독주택
서울특별시 중구 신당동 304-431,단독주택
